,wind_speed_Hessen,wind_speed_Brandenburg,wind_speed_Niedersachsen,wind_speed_Bayern,wind_speed_Rheinland-Pfalz,wind_speed_Mecklenburg-Vorpommern,wind_speed_Thüringen,wind_speed_Berlin,wind_speed_Saarland,wind_speed_Nordrhein-Westfalen,wind_speed_Bremen,wind_speed_Sachsen-Anhalt,wind_speed_Schleswig-Holstein,wind_speed_Sachsen,wind_speed_Baden-Württemberg,wind_speed_Hamburg,time_unix
1708902000,1.6366666666666665,1.9586666666666668,2.6839999999999997,2.1173333333333333,1.792,2.9213333333333336,1.5879999999999999,1.9866666666666666,2.222,2.002,3.0700000000000003,1.9979999999999998,3.7280000000000006,1.4126666666666667,1.676,2.4099999999999997,1708902000
1708905600,1.516,1.8820000000000001,2.59,2.176,1.8940000000000001,2.858,1.6119999999999997,1.89,2.396,2.008,2.91,1.73,3.6180000000000008,1.244,1.6079999999999999,2.3,1708905600
1708909200,1.5306666666666666,1.7706666666666668,2.448,2.266,1.8946666666666667,2.7826666666666666,1.5746666666666664,1.8,2.376,2.0073333333333334,2.8000000000000003,1.738,3.515333333333334,1.3399999999999999,1.6159999999999999,2.21,1708909200
1708912800,1.5453333333333334,1.6593333333333333,2.306,2.3560000000000003,1.895333333333333,2.7073333333333336,1.5373333333333332,1.71,2.3560000000000003,2.0066666666666664,2.69,1.746,3.412666666666667,1.436,1.624,2.1199999999999997,1708912800
1708916400,1.56,1.548,2.164,2.446,1.8959999999999997,2.632,1.5,1.62,2.3360000000000003,2.006,2.58,1.754,3.31,1.5319999999999998,1.6320000000000001,2.03,1708916400
1708920000,1.7426666666666666,1.6993333333333334,2.044,2.3673333333333333,1.9686666666666663,2.6906666666666665,1.5353333333333332,1.6133333333333335,2.7133333333333334,2.092,2.37,1.882,3.3,1.6546666666666665,1.5633333333333332,1.9866666666666666,1708920000
1708923600,1.9253333333333331,1.8506666666666665,1.9240000000000002,2.288666666666667,2.041333333333333,2.7493333333333334,1.5706666666666667,1.6066666666666667,3.090666666666667,2.178,2.16,2.01,3.29,1.7773333333333332,1.4946666666666666,1.9433333333333331,1708923600
1708927200,2.1079999999999997,2.002,1.8040000000000003,2.21,2.114,2.808,1.6059999999999999,1.6,3.468,2.2640000000000002,1.95,2.138,3.28,1.9,1.4259999999999997,1.9,1708927200
1708930800,2.269333333333333,2.1766666666666667,1.826,2.638,2.218,2.9966666666666666,1.8033333333333332,1.8166666666666667,3.6953333333333336,2.3013333333333335,1.88,2.2733333333333334,3.405333333333333,1.9833333333333332,1.413333333333333,1.94,1708930800
1708934400,2.4306666666666668,2.3513333333333333,1.848,3.066,2.322,3.1853333333333333,2.0006666666666666,2.033333333333333,3.9226666666666667,2.3386666666666667,1.81,2.4086666666666665,3.530666666666667,2.0666666666666664,1.4006666666666665,1.98,1708934400
1708938000,2.592,2.5260000000000002,1.8699999999999999,3.4939999999999998,2.426,3.374,2.198,2.25,4.15,2.376,1.74,2.544,3.656,2.15,1.388,2.02,1708938000
1708941600,2.592,2.5260000000000002,1.8699999999999999,3.4939999999999998,2.426,3.374,2.198,2.25,4.15,2.376,1.74,2.544,3.656,2.15,1.388,2.02,1708941600
1708945200,2.592,2.5260000000000002,1.8699999999999999,3.4939999999999998,2.426,3.374,2.198,2.25,4.15,2.376,1.74,2.544,3.656,2.15,1.388,2.02,1708945200
