,wind_speed_Hessen,wind_speed_Brandenburg,wind_speed_Niedersachsen,wind_speed_Bayern,wind_speed_Rheinland-Pfalz,wind_speed_Mecklenburg-Vorpommern,wind_speed_Thüringen,wind_speed_Berlin,wind_speed_Saarland,wind_speed_Nordrhein-Westfalen,wind_speed_Bremen,wind_speed_Sachsen-Anhalt,wind_speed_Schleswig-Holstein,wind_speed_Sachsen,wind_speed_Baden-Württemberg,wind_speed_Hamburg,time_unix
1708804800,3.336,3.4019999999999997,5.002,1.3566666666666667,3.996,5.309333333333334,3.194,4.18,4.272666666666666,5.883333333333334,5.303333333333333,3.886,4.675333333333334,2.52,2.6673333333333336,3.6666666666666665,1708804800
1708808400,3.2439999999999998,3.002,5.093999999999999,1.3199999999999998,4.054,5.418,3.182,3.7,4.414,6.186000000000001,5.26,3.8760000000000003,4.8,2.3880000000000003,2.842,3.35,1708808400
1708812000,3.2760000000000002,2.8739999999999997,5.085999999999999,1.2739999999999998,4.169333333333333,4.986666666666666,3.037333333333333,3.3633333333333333,4.742666666666667,6.088000000000001,5.503333333333333,3.6913333333333336,4.742,2.382,2.7253333333333334,3.57,1708812000
1708815600,3.3080000000000003,2.746,5.078,1.228,4.284666666666667,4.5553333333333335,2.892666666666667,3.026666666666667,5.0713333333333335,5.990000000000001,5.746666666666667,3.506666666666667,4.683999999999999,2.3760000000000003,2.6086666666666667,3.79,1708815600
1708819200,3.3400000000000007,2.618,5.07,1.182,4.4,4.124,2.748,2.69,5.4,5.892000000000001,5.99,3.322,4.6259999999999994,2.37,2.492,4.01,1708819200
1708822800,3.547333333333334,2.8646666666666665,4.988,1.188,4.534,4.1626666666666665,2.788666666666667,2.763333333333333,5.481333333333334,5.895333333333334,5.846666666666667,3.4579999999999997,4.712666666666666,2.3906666666666667,2.501333333333333,4.013333333333333,1708822800
1708826400,3.7546666666666666,3.111333333333333,4.906000000000001,1.1940000000000002,4.668,4.201333333333333,2.8293333333333335,2.836666666666667,5.562666666666666,5.898666666666666,5.703333333333333,3.594,4.799333333333333,2.4113333333333333,2.510666666666667,4.016666666666667,1708826400
1708830000,3.9619999999999997,3.3579999999999997,4.824000000000001,1.2000000000000002,4.802,4.24,2.87,2.91,5.643999999999999,5.901999999999999,5.56,3.7299999999999995,4.886,2.432,2.52,4.02,1708830000
1708833600,4.066,3.332,4.906000000000001,1.1880000000000002,4.698666666666666,4.525333333333333,2.998,2.97,5.599333333333333,5.444,5.779999999999999,3.7886666666666664,4.926666666666667,2.3273333333333333,2.79,4.046666666666666,1708833600
1708837200,4.17,3.3059999999999996,4.9879999999999995,1.176,4.595333333333333,4.810666666666667,3.126,3.03,5.554666666666666,4.986,6.0,3.847333333333333,4.967333333333333,2.2226666666666666,3.0599999999999996,4.073333333333333,1708837200
1708840800,4.274,3.28,5.069999999999999,1.164,4.491999999999999,5.096,3.254,3.09,5.51,4.5280000000000005,6.22,3.9059999999999997,5.008,2.118,3.3299999999999996,4.1,1708840800
1708844400,4.414666666666666,3.484,5.387999999999999,1.5933333333333333,4.3566666666666665,5.434,3.9066666666666667,3.2866666666666666,5.257333333333333,4.488666666666667,6.25,4.269333333333333,5.319333333333333,2.2066666666666666,3.614,4.34,1708844400
1708848000,4.5553333333333335,3.688,5.7059999999999995,2.022666666666667,4.221333333333333,5.771999999999999,4.559333333333334,3.4833333333333334,5.004666666666667,4.449333333333333,6.279999999999999,4.632666666666667,5.6306666666666665,2.2953333333333332,3.898,4.58,1708848000
1708851600,4.696,3.8920000000000003,6.023999999999999,2.452,4.086,6.109999999999999,5.212000000000001,3.68,4.752000000000001,4.409999999999999,6.31,4.996,5.941999999999999,2.384,4.182,4.82,1708851600
1708855200,4.582666666666666,3.8186666666666667,6.036666666666666,2.774,4.046666666666667,6.1706666666666665,5.650666666666667,3.58,4.508000000000001,4.627999999999999,6.586666666666666,5.288666666666667,5.967333333333333,2.948,4.484,4.773333333333333,1708855200
1708858800,4.469333333333333,3.745333333333333,6.049333333333333,3.096,4.007333333333333,6.231333333333333,6.089333333333334,3.48,4.264,4.845999999999999,6.863333333333333,5.581333333333333,5.992666666666667,3.5119999999999996,4.786,4.726666666666667,1708858800
1708862400,4.356,3.6719999999999993,6.062,3.418,3.968,6.292,6.5280000000000005,3.38,4.0200000000000005,5.063999999999999,7.14,5.874,6.018000000000001,4.076,5.087999999999999,4.68,1708862400
1708866000,4.052,3.4479999999999995,5.954000000000001,3.1293333333333333,3.8906666666666667,5.715333333333333,5.920000000000001,3.26,3.74,4.565333333333333,7.0633333333333335,5.478,5.5680000000000005,3.838,4.478666666666666,4.663333333333333,1708866000
1708869600,3.7479999999999998,3.224,5.846,2.840666666666667,3.813333333333333,5.1386666666666665,5.312,3.14,3.4600000000000004,4.066666666666666,6.986666666666666,5.082,5.118000000000001,3.6,3.8693333333333335,4.6466666666666665,1708869600
1708873200,3.444,3.0000000000000004,5.738,2.552,3.7359999999999998,4.561999999999999,4.704000000000001,3.02,3.18,3.568,6.91,4.686,4.668000000000001,3.3620000000000005,3.2600000000000002,4.63,1708873200
1708876800,3.026,2.692,5.072666666666667,2.1866666666666665,2.936,4.26,3.722666666666667,2.7,2.5993333333333335,3.042,5.73,4.100666666666666,4.746,2.8713333333333337,2.526666666666667,4.516666666666667,1708876800
1708880400,2.608,2.384,4.407333333333334,1.8213333333333335,2.136,3.9579999999999997,2.7413333333333334,2.38,2.0186666666666664,2.516,4.550000000000001,3.5153333333333334,4.824000000000001,2.380666666666667,1.7933333333333334,4.403333333333333,1708880400
1708884000,2.19,2.0759999999999996,3.742,1.4560000000000002,1.3359999999999999,3.656,1.7599999999999998,2.06,1.438,1.9899999999999998,3.37,2.9299999999999997,4.902,1.8900000000000001,1.06,4.29,1708884000
1708887600,2.086,2.0879999999999996,3.452,1.6373333333333335,1.42,3.4533333333333336,1.6866666666666665,2.1,1.5833333333333333,1.9899999999999998,3.376666666666667,2.7979999999999996,4.5840000000000005,1.8433333333333335,1.3106666666666666,3.736666666666667,1708887600
1708891200,1.9819999999999998,2.1,3.1619999999999995,1.8186666666666667,1.504,3.2506666666666666,1.6133333333333333,2.14,1.7286666666666666,1.9899999999999998,3.3833333333333333,2.666,4.266,1.7966666666666666,1.5613333333333332,3.1833333333333336,1708891200
1708894800,1.8779999999999997,2.112,2.8719999999999994,2.0,1.588,3.048,1.54,2.18,1.8739999999999999,1.9899999999999998,3.39,2.534,3.9480000000000004,1.75,1.812,2.63,1708894800
1708898400,1.7573333333333332,2.0353333333333334,2.7779999999999996,2.058666666666667,1.6900000000000002,2.9846666666666666,1.5639999999999998,2.0833333333333335,2.048,1.9959999999999998,3.23,2.266,3.8380000000000005,1.5813333333333333,1.744,2.52,1708898400
